Year,Mo,Dy,Tsunami Event Validity,Tsunami Cause Code,Earthquake Magnitude,Country,Area,Region,Location Name,Latitude,Longitude,Maximum Water Height (m),Number of Runups,Tsunami Magnitude (Iida),Deaths,Death Description,Damage ($Mil),Damage Description,Houses Destroyed Description
1969.0,4.0,21.0,4.0,1.0,6.5,JAPAN,,85.0,RYUKYU ISLANDS,32.2,132.1,0.1,6.0,-2.3,,,,,
1969.0,7.0,17.0,4.0,0.0,7.2,ATLANTIC OCEAN,,73.0,SOUTHWEST IBERIAN,28.25,-16.26,0.06,4.0,0.6,,,,,
1969.0,7.0,18.0,4.0,1.0,7.4,CHINA,,84.0,BOHAI SEA,38.2,119.4,0.1,3.0,0.6,,,,,
1969.0,8.0,2.0,4.0,3.0,5.4,PAPUA NEW GUINEA,,82.0,BISMARCK SEA,-6.6,146.9,0.92,1.0,0.6,,,,,
1969.0,8.0,11.0,4.0,1.0,8.2,RUSSIA,,86.0,S. KURIL ISLANDS,43.6,147.9,5.0,76.0,1.4,,,,,
1969.0,8.0,27.0,3.0,9.0,7.2,SOUTH AFRICA,,77.0,SOUTH AFRICA,,,2.9,15.0,0.6,,,,2.0,
1969.0,11.0,22.0,4.0,1.0,7.7,RUSSIA,,86.0,KAMCHATKA,57.7,163.6,15.0,17.0,3.9,,,,1.0,
1969.0,12.0,25.0,4.0,1.0,7.2,GUADELOUPE (FRENCH TERRITORY),,74.0,GRAND BOURG,15.8,-59.7,0.23,3.0,-3.3,,,,,
1970.0,1.0,10.0,4.0,1.0,7.6,PHILIPPINES,,84.0,PHILIPPINE TRENCH,6.8,126.7,0.06,1.0,0.6,,,,,
1970.0,3.0,11.0,3.0,1.0,6.0,USA,AK,87.0,"ANDREANOF ISLANDS, AK",57.5,-153.9,0.03,2.0,0.6,,,,,
1970.0,4.0,7.0,3.0,1.0,7.3,PHILIPPINES,,84.0,PHILIPPINE SEA,15.78,121.71,0.92,1.0,1.0,,,,1.0,
1970.0,5.0,14.0,3.0,1.0,6.5,RUSSIA,,40.0,CASPIAN SEA,43.0,47.1,0.92,0.0,0.6,,,,,
1970.0,5.0,31.0,4.0,1.0,7.9,PERU,,89.0,N. PERU,-9.2,-78.8,0.46,15.0,0.8,,,,,
1970.0,7.0,25.0,4.0,1.0,7.0,JAPAN,,85.0,SEIKAIDO,32.2,131.7,0.32,35.0,-0.7,,,,,
1970.0,9.0,30.0,3.0,1.0,5.3,PHILIPPINES,,84.0,PHILIPPINE TRENCH,20.6,122.0,0.92,1.0,0.6,,,,,
1970.0,10.0,31.0,4.0,3.0,7.3,PAPUA NEW GUINEA,,82.0,PAPUA NEW GUINEA,-4.907,145.471,3.0,3.0,0.3,3.0,1.0,,,
1970.0,12.0,4.0,4.0,1.0,5.1,RUSSIA,,40.0,BLACK SEA,43.84,39.34,0.8,1.0,0.6,,,,,
1971.0,5.0,2.0,4.0,1.0,7.1,USA,AK,87.0,"ANDREANOF ISLANDS, AK",51.228,-177.173,0.04,1.0,0.6,,,,,
1971.0,7.0,9.0,4.0,1.0,7.8,CHILE,,89.0,CENTRAL CHILE,-32.5,-71.2,0.6,1.0,0.3,,,,,
1971.0,7.0,14.0,4.0,1.0,7.9,PAPUA NEW GUINEA,,82.0,SOLOMON SEA,-5.5,153.9,6.0,32.0,1.6,1.0,1.0,,1.0,
1971.0,7.0,26.0,4.0,1.0,7.9,PAPUA NEW GUINEA,,82.0,SOLOMON SEA,-4.9,153.2,10.0,39.0,3.3,,,,2.0,
1971.0,8.0,2.0,4.0,1.0,7.3,JAPAN,,85.0,JAPAN TRENCH,41.4,143.5,0.51,17.0,-2.3,,,,,
1971.0,9.0,5.0,4.0,1.0,7.1,RUSSIA,,86.0,TATAR STRAIT,46.5,141.2,2.0,29.0,0.6,,,,,
1971.0,9.0,6.0,4.0,1.0,5.5,RUSSIA,,86.0,TATAR STRAIT,46.7,141.4,0.32,11.0,0.6,,,,,
1971.0,9.0,6.0,4.0,6.0,7.2,SOLOMON ISLANDS,,82.0,"TINAKULA, SANTA CRUZ ISLANDS",-10.38,165.8,0.92,1.0,0.6,,,,,
1971.0,9.0,8.0,4.0,1.0,6.6,RUSSIA,,86.0,TATAR STRAIT,46.4,141.1,0.09,2.0,0.6,,,,,
1971.0,9.0,8.0,4.0,1.0,6.2,RUSSIA,,86.0,TATAR STRAIT,46.3,140.9,0.07,1.0,-0.7,,,,,
1971.0,9.0,27.0,4.0,1.0,6.0,RUSSIA,,86.0,TATAR STRAIT,46.4,141.1,0.03,1.0,0.6,,,,,
1971.0,12.0,15.0,4.0,1.0,7.8,RUSSIA,,86.0,KAMCHATKA,56.0,163.3,0.47,12.0,0.6,,,,,
1972.0,1.0,25.0,4.0,1.0,7.5,TAIWAN,,84.0,E. TAIWAN,22.5,122.3,0.05,2.0,-1.0,,,,,
1972.0,2.0,29.0,4.0,1.0,7.4,JAPAN,,85.0,EAST OFF HACHIJO ISLAND,33.3,140.8,0.42,28.0,-1.3,,,,,
1972.0,7.0,30.0,4.0,3.0,7.6,USA,AK,87.0,"SE. ALASKA, AK",56.82,-135.685,0.1,3.0,-2.3,,,,,
1972.0,8.0,17.0,4.0,1.0,7.1,PAPUA NEW GUINEA,,82.0,SOLOMON SEA,-6.0,152.9,0.6,1.0,-1.0,,,,,
1972.0,8.0,26.0,3.0,8.0,7.2,PAPUA NEW GUINEA,,82.0,SOLOMON SEA,-6.7,147.0,1.5,2.0,0.6,,,,1.0,
1972.0,12.0,4.0,4.0,1.0,7.4,JAPAN,,85.0,CHICHI JIMA,33.3,140.7,0.5,39.0,-1.0,,,,,
1973.0,1.0,30.0,4.0,1.0,7.5,MEXICO,,88.0,S. MEXICO,18.48,-103.0,1.13,9.0,0.1,,,,,
1973.0,2.0,28.0,4.0,1.0,7.2,RUSSIA,,86.0,N. KURIL ISLANDS,50.5,156.6,1.5,7.0,0.6,,,,,
1973.0,3.0,17.0,4.0,1.0,7.5,PHILIPPINES,,84.0,QUEZON,13.4,122.8,1.3,2.0,0.6,,,,,
1973.0,6.0,17.0,4.0,1.0,7.7,JAPAN,,85.0,HOKKAIDO ISLAND,43.2,145.8,5.96,72.0,2.2,,,5.0,2.0,1.0
1973.0,6.0,24.0,4.0,1.0,7.1,RUSSIA,,86.0,S. KURIL ISLANDS,43.3,146.4,0.64,32.0,2.2,,,,,
1973.0,6.0,26.0,4.0,1.0,6.6,RUSSIA,,86.0,S. KURIL ISLANDS,43.2,146.6,0.21,2.0,0.6,,,,,
1973.0,10.0,5.0,4.0,1.0,6.7,CHILE,,89.0,CENTRAL CHILE,-32.5,-71.5,0.2,1.0,-1.3,,,,,
1974.0,1.0,31.0,4.0,1.0,7.0,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-7.5,155.9,1.5,2.0,2.2,,,,,
1974.0,2.0,1.0,4.0,1.0,7.1,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-7.4,155.6,4.5,4.0,2.2,,,,2.0,
1974.0,5.0,8.0,4.0,1.0,6.7,JAPAN,,85.0,TOKAIDO,34.6,138.7,0.2,5.0,-2.3,,,,,
1974.0,9.0,27.0,4.0,1.0,6.7,RUSSIA,,86.0,S. KURIL ISLANDS,43.2,146.7,0.37,3.0,0.6,,,,,
1974.0,10.0,3.0,4.0,1.0,8.1,PERU,,89.0,CENTRAL PERU,-12.27,-77.79,0.92,35.0,0.8,,,,,
1974.0,10.0,17.0,4.0,8.0,7.2,CANADA,BC,88.0,"KITIMAT INLET, BRITISH COLOMBIA",54.0,-128.7,2.8,0.0,0.6,,,,,
1974.0,10.0,17.0,4.0,6.0,7.2,PAPUA NEW GUINEA,,82.0,"RITTER ISLAND, PAPUA NEW GUINEA",-5.52,148.121,0.5,2.0,-1.0,,,,,
1975.0,4.0,27.0,4.0,8.0,7.2,CANADA,BC,88.0,"KITIMAT INLET, BRITISH COLUMBIA",53.98,-128.68,4.1,5.0,0.6,,,,2.0,
1975.0,5.0,26.0,4.0,1.0,7.8,ATLANTIC OCEAN,,73.0,AZORES GIBRALTAR FRACTURE ZONE,35.962,-17.576,0.5,8.0,0.6,,,,,
1975.0,6.0,10.0,4.0,1.0,7.0,RUSSIA,,86.0,S. KURIL ISLANDS,43.024,147.734,5.5,52.0,2.3,,,,2.0,
1975.0,7.0,20.0,4.0,1.0,7.9,PAPUA NEW GUINEA,,82.0,SOLOMON SEA,-6.59,155.054,2.0,18.0,1.0,,,,2.0,1.0
1975.0,10.0,31.0,4.0,1.0,7.6,PHILIPPINES,,84.0,PHILIPPINE TRENCH,12.54,125.993,3.0,28.0,-0.7,1.0,1.0,,1.0,1.0
1975.0,11.0,29.0,4.0,3.0,7.7,USA,HI,80.0,HAWAII,19.451,-155.033,14.3,78.0,3.0,2.0,1.0,1.5,2.0,
1975.0,12.0,16.0,3.0,3.0,4.9,FIJI,,81.0,FIJI ISLANDS,-18.672,178.464,0.25,1.0,0.6,,,,,
1975.0,12.0,26.0,4.0,1.0,7.8,SAMOA,,81.0,SAMOA ISLANDS,-16.265,-172.467,0.38,3.0,-0.3,,,,,
1976.0,1.0,14.0,4.0,1.0,8.0,NEW ZEALAND,,81.0,KERMADEC ISLANDS,-28.427,-177.657,0.9,15.0,-0.1,,,,,
1976.0,1.0,21.0,4.0,1.0,7.0,RUSSIA,,86.0,S. KURIL ISLANDS,44.915,149.123,0.38,5.0,-1.3,,,,,
1976.0,2.0,4.0,4.0,1.0,7.5,GUATEMALA,,74.0,GUATEMALA,15.324,-89.101,0.12,1.0,-0.5,,,,,
1976.0,8.0,16.0,4.0,1.0,8.0,PHILIPPINES,,84.0,MORO GULF,6.292,124.09,9.0,28.0,2.3,6800.0,4.0,134.0,4.0,
1977.0,4.0,2.0,4.0,1.0,7.6,SAMOA,,81.0,SAMOA ISLANDS,-16.696,-172.095,0.08,2.0,-3.3,,,,,
1977.0,4.0,20.0,4.0,1.0,6.8,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-9.828,163.323,0.15,6.0,-3.3,,,,,
1977.0,4.0,20.0,4.0,1.0,7.6,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-9.89,160.348,0.92,1.0,0.6,,,,,
1977.0,4.0,21.0,4.0,1.0,8.1,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-9.965,160.731,0.04,5.0,-3.3,,,,,
1977.0,6.0,22.0,4.0,1.0,7.2,TONGA,,81.0,TONGA TRENCH,-22.878,-175.9,0.4,19.0,0.6,,,,,
1977.0,8.0,19.0,4.0,1.0,8.3,INDONESIA,,60.0,SUNDA ISLANDS,-11.164,118.378,15.0,16.0,3.9,189.0,3.0,1.2,2.0,
1978.0,1.0,14.0,4.0,1.0,6.6,JAPAN,,85.0,TOKAIDO,34.809,139.259,0.35,14.0,-0.7,,,,,
1978.0,3.0,22.0,4.0,1.0,6.7,RUSSIA,,86.0,S. KURIL ISLANDS,44.026,149.002,0.07,2.0,0.1,,,,,
1978.0,3.0,22.0,4.0,1.0,6.6,RUSSIA,,86.0,S. KURIL ISLANDS,44.14,149.029,0.05,2.0,0.6,,,,,
1978.0,3.0,23.0,4.0,1.0,6.8,RUSSIA,,86.0,S. KURIL ISLANDS,44.209,148.971,0.17,4.0,-2.3,,,,,
1978.0,3.0,23.0,4.0,1.0,7.5,RUSSIA,,86.0,S. KURIL ISLANDS,44.932,148.439,0.3,15.0,-2.3,,,,,
1978.0,3.0,24.0,4.0,1.0,7.6,RUSSIA,,86.0,S. KURIL ISLANDS,44.244,148.862,0.65,20.0,-1.7,,,,,
1978.0,6.0,12.0,4.0,1.0,7.7,JAPAN,,85.0,SANRIKU,38.19,142.03,0.6,31.0,0.6,,,,,
1978.0,6.0,14.0,3.0,1.0,6.9,PHILIPPINES,,84.0,"MINDANAO ISLAND, PHILIPPINES",8.249,122.403,0.03,1.0,-3.3,,,,,
1978.0,6.0,21.0,3.0,9.0,7.2,ITALY,,50.0,"EASTERN ITALY, ADRIATIC SEA",,,3.0,8.0,0.6,,,,3.0,
1978.0,7.0,23.0,3.0,1.0,7.4,TAIWAN,,84.0,TAIWAN,22.282,121.512,0.05,1.0,-3.3,,,,,
1978.0,8.0,14.0,4.0,1.0,4.4,SPAIN,,73.0,CADIZ,36.37,-6.98,0.12,1.0,0.6,,,,,
1978.0,10.0,10.0,4.0,8.0,7.2,NEW ZEALAND,,81.0,OFF EAST COAST OF SOUTH ISLAND,-43.08,172.97,0.92,1.0,0.6,,,,,
1979.0,2.0,20.0,4.0,1.0,6.4,JAPAN,,85.0,"IWATE, JAPAN",40.232,143.703,0.12,11.0,-1.7,,,,,
1979.0,2.0,28.0,4.0,3.0,7.5,USA,AK,87.0,"SE. ALASKA, AK",60.691,-141.671,0.15,2.0,-1.7,,,,,
1979.0,3.0,14.0,4.0,1.0,7.6,MEXICO,,88.0,S. MEXICO,17.813,-101.276,1.3,3.0,-3.3,,,,,
1979.0,3.0,31.0,3.0,9.0,7.2,JAPAN,,85.0,"NAGASAKI, JAPAN",,,4.8,2.0,0.6,3.0,1.0,,,
1979.0,4.0,15.0,4.0,1.0,6.9,MONTENEGRO,,50.0,MONTENEGRO,42.096,19.209,3.0,6.0,0.6,1.0,1.0,,1.0,
1979.0,7.0,18.0,4.0,8.0,7.2,INDONESIA,,60.0,LOMBLEN ISLAND [LEMBATA],-8.6,123.5,9.0,1.0,0.6,1239.0,4.0,,3.0,3.0
1979.0,9.0,12.0,4.0,1.0,7.9,INDONESIA,,83.0,IRIAN JAYA,-1.679,136.04,2.0,2.0,1.0,100.0,2.0,,2.0,2.0
1979.0,10.0,6.0,4.0,8.0,7.2,NORWAY,,73.0,NORTHERN NORWAY,65.117,12.333,2.0,1.0,0.6,,,,1.0,
1979.0,10.0,16.0,4.0,8.0,7.2,FRANCE,,50.0,FRENCH RIVIERA (LIGURIAN SEA),43.7,7.25,10.0,6.0,1.6,9.0,1.0,,1.0,
1979.0,12.0,12.0,4.0,1.0,8.1,COLOMBIA,,89.0,"COLOMBIA: OFF SHORE, PACIFIC OCEAN",1.555,-79.276,6.0,54.0,2.3,600.0,3.0,8.0,3.0,4.0
1980.0,1.0,1.0,4.0,1.0,6.9,PORTUGAL,,73.0,AZORES,38.727,-27.75,0.41,2.0,0.6,,,,,
1980.0,2.0,23.0,4.0,1.0,7.0,RUSSIA,,86.0,S. KURIL ISLANDS,43.53,146.753,0.16,10.0,-0.7,,,,,
1980.0,5.0,22.0,3.0,8.0,7.2,PORTUGAL,,73.0,AZORES,39.374,-31.229,0.92,0.0,0.6,,,,,
1980.0,6.0,29.0,4.0,1.0,6.2,JAPAN,,85.0,HONSHU ISLAND,34.808,139.181,0.56,16.0,-0.7,,,,,
1980.0,7.0,17.0,4.0,1.0,7.9,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-12.525,165.916,0.14,34.0,-1.7,,,,,
1980.0,10.0,10.0,4.0,3.0,7.1,ALGERIA,,50.0,EL ASNAM,36.199,1.374,0.7,6.0,0.6,,,,,
1981.0,1.0,18.0,4.0,1.0,6.9,JAPAN,,85.0,E. HONSHU ISLAND,38.64,142.75,0.37,28.0,-1.3,,,,,
1981.0,2.0,24.0,4.0,1.0,6.7,GREECE,,50.0,ATHENS-EASTERN GULF OF CORINTH,38.222,22.934,1.0,4.0,0.6,,,,,
1981.0,3.0,4.0,3.0,1.0,6.4,GREECE,,50.0,GULF OF CORINTH,38.209,23.288,1.0,0.0,0.6,,,,,
1981.0,5.0,25.0,4.0,1.0,7.6,NEW ZEALAND,,81.0,NEW ZEALAND,-48.786,164.357,0.3,1.0,-1.7,,,,,
1981.0,9.0,1.0,4.0,1.0,7.7,SAMOA,,81.0,SAMOA ISLANDS,-14.96,-173.085,1.0,4.0,-3.3,,1.0,,1.0,1.0
1981.0,10.0,20.0,3.0,7.0,7.2,INDONESIA,,60.0,KRAKATAU,-6.102,105.423,2.0,1.0,0.6,,,,,
1981.0,10.0,25.0,4.0,1.0,7.3,MEXICO,,88.0,MEXICO,18.084,-102.084,0.09,1.0,0.6,,,,,
1982.0,3.0,21.0,4.0,1.0,6.9,JAPAN,,85.0,HOKKAIDO ISLAND,42.158,142.361,1.3,31.0,0.4,,,,,
1982.0,7.0,23.0,4.0,1.0,7.2,JAPAN,,85.0,"IBARAKI, JAPAN",36.194,141.702,0.4,22.0,-1.3,,,,,
1982.0,12.0,19.0,4.0,1.0,7.5,TONGA,,81.0,KERMADEC ISLANDS,-24.133,-175.864,0.2,4.0,-2.3,,,,,
1982.0,12.0,28.0,4.0,1.0,6.4,JAPAN,,85.0,S. OF HONSHU ISLAND,33.826,139.434,0.19,1.0,-1.3,,,,,
1983.0,1.0,17.0,3.0,1.0,7.2,GREECE,,50.0,IONIAN SEA,38.026,20.228,0.92,1.0,0.6,,,,,
1983.0,3.0,12.0,4.0,1.0,6.9,INDONESIA,,83.0,BANDA SEA,-4.056,127.924,3.0,1.0,1.6,,,,,
1983.0,3.0,18.0,4.0,1.0,7.9,PAPUA NEW GUINEA,,82.0,NEW BRITAIN,-4.883,153.581,0.13,4.0,-1.7,,,,,
1983.0,4.0,3.0,3.0,1.0,7.5,COSTA RICA,,88.0,COSTA RICA,8.677,-83.098,0.13,3.0,0.6,,,,,
1983.0,5.0,26.0,4.0,1.0,7.8,JAPAN,,85.0,"NOSHIRO, JAPAN",40.462,139.102,14.93,235.0,3.9,100.0,2.0,800.0,4.0,4.0
1983.0,6.0,9.0,4.0,1.0,5.9,JAPAN,,85.0,"NOSHIRO, JAPAN",40.249,138.948,0.6,1.0,0.6,,,,,
1983.0,6.0,21.0,4.0,1.0,6.9,JAPAN,,85.0,N. HONSHU ISLAND,41.346,139.099,1.0,27.0,0.6,,,,,
1983.0,8.0,17.0,4.0,1.0,7.1,RUSSIA,,86.0,"KAMCHATKA BAY, RUSSIA",55.867,161.287,0.1,1.0,-3.3,,,,,
1983.0,8.0,17.0,4.0,1.0,6.6,PHILIPPINES,,84.0,LUZON ISLAND,18.231,120.86,0.1,1.0,0.6,,,,,
1983.0,8.0,18.0,4.0,8.0,7.2,NORWAY,,73.0,WESTERN NORWAY,61.233,7.717,7.0,1.0,0.6,,,,1.0,
1983.0,10.0,4.0,4.0,1.0,7.7,CHILE,,89.0,NORTHERN CHILE,-26.535,-70.563,0.2,1.0,-2.3,,,,,
1983.0,11.0,30.0,4.0,1.0,7.7,UK TERRITORY,,60.0,CHAGOS ARCHIPELAGO REGION,-6.852,72.11,1.5,3.0,-1.3,,,,1.0,
1984.0,2.0,11.0,4.0,3.0,5.6,GREECE,,50.0,"CORINTHOS GULF, GREECE",38.308,22.11,0.92,1.0,0.6,,,,,
1984.0,3.0,24.0,4.0,1.0,7.2,RUSSIA,,86.0,S. KURIL ISLANDS,44.117,148.192,0.2,3.0,-2.3,,,,,
1984.0,6.0,13.0,4.0,1.0,5.5,JAPAN,,85.0,"TORI SHIMA, OKINAWA",31.448,140.036,0.5,9.0,0.6,,,,,
1984.0,8.0,6.0,4.0,1.0,7.0,JAPAN,,85.0,"KYUSHU, JAPAN",32.386,131.945,0.2,6.0,-2.3,,,,,
1984.0,8.0,15.0,3.0,5.0,7.2,CAMEROON,,77.0,LAKE MONOUN,6.25,10.5,5.0,1.0,0.6,,,,,
1984.0,9.0,18.0,4.0,1.0,6.9,JAPAN,,85.0,HONSHU ISLAND,34.006,141.5,0.13,12.0,-3.3,,,,,
1984.0,12.0,28.0,4.0,1.0,6.8,RUSSIA,,86.0,KAMCHATKA,56.194,163.46,0.2,2.0,-2.3,,,,,
1985.0,3.0,3.0,4.0,1.0,8.0,CHILE,,89.0,CENTRAL CHILE,-33.132,-71.708,3.5,64.0,1.6,,,,,
1985.0,3.0,16.0,4.0,1.0,6.4,GUADELOUPE (FRENCH TERRITORY),,74.0,GUADELOUPE,17.013,-62.448,0.12,1.0,-3.3,,,,,
1985.0,7.0,3.0,4.0,3.0,7.3,PAPUA NEW GUINEA,,82.0,NEW IRELAND,-4.439,152.828,1.3,2.0,0.4,,,,,
1985.0,9.0,19.0,4.0,1.0,8.0,MEXICO,,88.0,MEXICO,18.19,-102.533,3.0,19.0,1.6,,,,1.0,
1985.0,9.0,21.0,4.0,1.0,7.6,MEXICO,,88.0,MEXICO,17.802,-101.647,1.2,3.0,0.3,,,,,
1986.0,5.0,7.0,4.0,1.0,8.0,USA,AK,87.0,"ANDREANOF ISLANDS, AK",51.52,-174.776,0.9,66.0,-0.1,,,,,
1986.0,8.0,21.0,4.0,6.0,7.2,CAMEROON,,77.0,LAKE NYOS,6.25,10.5,75.0,1.0,0.6,,,,,
1986.0,10.0,20.0,4.0,1.0,7.8,NEW ZEALAND,,81.0,KERMADEC ISLANDS,-28.117,-176.367,0.22,8.0,-2.18,,,,,
1986.0,11.0,14.0,4.0,1.0,7.8,TAIWAN,,84.0,TAIWAN,23.901,121.574,0.3,5.0,0.6,,,,1.0,
1987.0,2.0,6.0,4.0,1.0,6.7,JAPAN,,85.0,E. HONSHU ISLAND,36.988,141.689,0.1,3.0,-3.3,,,,,
1987.0,2.0,8.0,4.0,1.0,7.4,PAPUA NEW GUINEA,,82.0,SOLOMON SEA,-6.088,147.689,1.5,1.0,1.0,,,,,
1987.0,2.0,21.0,4.0,8.0,7.2,NORWAY,,73.0,WESTERN NORWAY,62.2,6.65,3.0,1.0,0.6,,,,,
1987.0,3.0,5.0,4.0,1.0,7.6,CHILE,,89.0,NORTHERN CHILE,-24.388,-70.161,0.2,6.0,-2.3,,,,,
1987.0,3.0,18.0,4.0,1.0,6.7,JAPAN,,85.0,KYUSHU ISLAND,32.034,131.837,0.04,1.0,-3.3,,,,,
1987.0,3.0,24.0,4.0,1.0,5.1,JAPAN,,85.0,HONSHU ISLAND,37.447,137.865,0.16,3.0,0.6,,,,,
1987.0,5.0,20.0,4.0,8.0,7.2,NEW ZEALAND,,81.0,DEEP COVE,-45.46,167.15,0.92,1.0,0.6,,,,1.0,
1987.0,7.0,6.0,3.0,1.0,6.7,VANUATU,,82.0,VANUATU ISLANDS,-14.074,167.828,0.1,1.0,0.6,,,,,
1987.0,10.0,6.0,4.0,1.0,7.3,TONGA,,81.0,TONGA ISLANDS,-17.94,-172.225,0.25,2.0,-3.3,,,,,
1987.0,10.0,12.0,4.0,1.0,7.0,PAPUA NEW GUINEA,,82.0,SOLOMON SEA,-7.288,154.371,0.04,1.0,-0.5,,,,,
1987.0,10.0,16.0,4.0,1.0,7.4,PAPUA NEW GUINEA,,82.0,SOLOMON SEA,-6.266,149.06,0.07,2.0,-3.3,,,,1.0,
1987.0,11.0,17.0,4.0,1.0,7.2,USA,AK,87.0,"GULF OF ALASKA, AK",58.586,-143.27,0.06,1.0,-3.3,,,,,
1987.0,11.0,30.0,4.0,1.0,7.9,USA,AK,87.0,"GULF OF ALASKA, AK",58.679,-142.786,0.43,10.0,-1.0,,,,1.0,
1988.0,2.0,5.0,4.0,1.0,7.2,CHILE,,89.0,NORTHERN CHILE,-24.753,-70.433,0.1,1.0,0.6,,,,,
1988.0,3.0,6.0,4.0,1.0,7.8,USA,AK,87.0,"GULF OF ALASKA, AK",57.262,-142.747,0.19,9.0,-2.3,,,,,
1988.0,4.0,20.0,4.0,8.0,7.2,ITALY,,50.0,"LA FOSSA VOLCANO, VULCANO IS.",38.4,14.967,2.0,1.0,0.6,,,,,
1988.0,6.0,24.0,4.0,1.0,5.4,PHILIPPINES,,84.0,NORTH OF LUZON ISLAND,18.606,121.013,1.03,2.0,0.6,,,,,
1988.0,7.0,5.0,4.0,1.0,6.8,PAPUA NEW GUINEA,,82.0,PAPUA NEW GUINEA,-5.964,148.78,0.92,2.0,0.6,,,,,
1988.0,8.0,10.0,4.0,1.0,7.6,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-10.258,160.896,0.09,2.0,-3.3,1.0,1.0,,1.0,2.0
1989.0,5.0,23.0,4.0,1.0,8.1,AUSTRALIA,,81.0,MACQUARIE ISLAND,-52.341,160.568,0.15,4.0,-1.7,,,,,
1989.0,6.0,26.0,4.0,3.0,6.5,USA,HI,80.0,HAWAII,19.362,-155.083,0.29,3.0,-1.7,,,,,
1989.0,9.0,4.0,4.0,1.0,7.1,USA,AK,87.0,"SEMIDI ISLANDS, AK",55.543,-156.835,0.1,2.0,-3.3,,,,,
1989.0,10.0,18.0,4.0,1.0,6.9,USA,CA,88.0,N. CALIFORNIA,37.036,-121.883,1.0,3.0,-3.3,,,,1.0,
1989.0,10.0,29.0,4.0,1.0,6.5,JAPAN,,85.0,N. HONSHU ISLAND,39.571,143.333,0.11,4.0,0.6,,,,,
1989.0,11.0,1.0,3.0,1.0,4.4,USA TERRITORY,PR,74.0,PUERTO RICO,18.986,-68.833,0.1,1.0,0.6,,,,,
1989.0,11.0,1.0,3.0,1.0,7.4,JAPAN,,85.0,JAPAN,39.837,142.76,0.9,12.0,-0.7,,,,,
1990.0,2.0,8.0,4.0,1.0,6.6,PHILIPPINES,,84.0,PHILIPPINES,9.755,124.694,2.1,0.0,0.6,,,,,
1990.0,2.0,20.0,4.0,1.0,6.4,JAPAN,,85.0,JAPAN,34.706,139.252,0.16,1.0,-1.7,,,,,
1990.0,3.0,25.0,4.0,1.0,7.3,COSTA RICA,,88.0,COSTA RICA,9.907,-84.753,1.0,4.0,0.6,,,,,
1990.0,4.0,5.0,4.0,1.0,7.5,USA TERRITORY,MP,81.0,"MARIANA TRENCH, N. MARIANA ISLANDS",15.125,147.596,1.8,34.0,-1.0,,,,,
1990.0,6.0,20.0,3.0,3.0,7.3,IRAN,,40.0,CASPIAN SEA,36.957,49.409,2.0,6.0,0.6,,,,,
1990.0,9.0,23.0,4.0,1.0,6.5,JAPAN,,85.0,"W. OF BONIN ISLANDS, IZU IS., JAPAN",33.267,138.643,0.2,4.0,0.6,,,,,
1990.0,12.0,13.0,4.0,1.0,5.3,ITALY,,50.0,EASTERN SICILY,37.3,15.438,0.1,1.0,0.6,,,,,
1990.0,12.0,13.0,4.0,1.0,6.3,TAIWAN,,84.0,TAIWAN,23.722,121.627,0.04,2.0,0.6,,,,,
1991.0,2.0,9.0,4.0,1.0,6.9,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-9.929,159.139,0.02,1.0,-3.3,,,,,
1991.0,2.0,16.0,4.0,1.0,5.7,RUSSIA,,86.0,N. KURIL ISLANDS,48.268,154.328,0.1,1.0,-3.3,,,,,
1991.0,2.0,21.0,4.0,1.0,6.7,USA,AK,87.0,"BERING SEA, AK",58.427,-175.45,0.15,2.0,-1.7,,,,,
1991.0,4.0,22.0,4.0,1.0,7.6,COSTA RICA,,74.0,"LIMON, PANDORA",9.685,-83.073,3.0,43.0,1.0,3.0,1.0,,1.0,2.0
1991.0,10.0,14.0,4.0,1.0,7.2,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-9.094,158.442,0.15,2.0,-3.3,,,,,
1991.0,11.0,1.0,3.0,8.0,7.2,CHINA,,84.0,AOSHAN,29.95,122.14,3.0,0.0,0.6,,,,,
1992.0,1.0,5.0,4.0,3.0,3.7,CHINA,,84.0,SOUTH CHINA SEA,18.0,108.0,0.8,5.0,-0.3,,,,1.0,
1992.0,4.0,25.0,4.0,1.0,7.2,USA,CA,88.0,"CAPE MENDOCINO, N. CALIFORNIA",40.368,-124.316,1.8,14.0,0.8,,,,,
1992.0,5.0,17.0,4.0,1.0,7.3,PHILIPPINES,,84.0,PHILIPPINES,7.191,126.762,6.0,3.0,0.6,,,,1.0,
1992.0,5.0,27.0,4.0,1.0,7.1,SOLOMON ISLANDS,,82.0,SANTA CRUZ ISLANDS,-11.122,165.239,0.92,1.0,0.6,,,,,
